texto,texto_limpio,insulto,amenaza,rumores_difamatorios,comentarios_humillantes,lenguaje_discriminatorio,acoso_sexual,manipulacion_emocional,lenguaje_vulgar,acoso_general,redes_sociales,suicidio_autolesion
desperdiciaron la oportunidad de desenmascarar a OIZ. Se pifiaron en las preguntas y terminaron celebrando de forma bobalicona.,desperdiciaron oportunidad desenmascarar oiz pifiaron preguntas terminaron celebrando forma bobalicona,False,False,False,False,False,False,False,False,False,False,False
"Hoy tuve un día maravilloso, tengo esa sonrisita bobalicona pegada,  es parte de la obra que vengo ejecutando. Porfavor disculpen.",hoy día maravilloso sonrisita bobalicona pegada parte obra vengo ejecutando porfavor disculpen,False,False,False,False,False,False,False,False,False,False,False
"Además de deudora morosa, bobalicona esa fulana desconocida  ",además deudora morosa bobalicona fulana desconocida,False,False,False,False,False,False,False,False,False,False,False
Ud es una bobalicona aprendiz  de Fajardo. Ud es un cero a la izquierda.,ud bobalicona aprendiz fajardo ud cero izquierda,False,False,False,False,False,False,False,False,False,False,False
"Hija de puta ya te nombraron presidente por ese logro que Cualquier analfabeta la pide y la entregan sin tanto escándalo aterrice atembada ,yo tengo el perfil suyo,es:Tonta, bobalicona ,atolondrada, desadaptada social, idiota útil, escoria,carroñera,si quiere más se le tiene",hija puta nombraron presidente logro cualquier analfabeta pide entregan escándalo aterrice atembada perfil suyoestonta bobalicona atolondrada desadaptada social idiota útil escoriacarroñerasi quiere,True,False,False,False,True,False,False,False,False,False,False
"Bobalicona hija de puta desechable disque me hice a pulso jajaja, aterrice hija de asesino terrorista carroña putrefacta, nunca dejaras de ser una hija de un asesino",bobalicona hija puta desechable disque hice pulso jajaja aterrice hija asesino terrorista carroña putrefacta nunca dejaras ser hija asesino,False,False,False,False,True,False,False,False,False,False,False
no todas pueden salir bien pero te lo aseguro menos bobalicona q lo de Juan Pedro,todas pueden salir bien aseguro menos bobalicona q juan pedro,False,False,False,False,False,False,False,False,False,False,False
"Bobalicona esta, en vez de hacer su propia bicicleta e irse bien lejos donde el KARMA puede joderle hasta el apellido…",bobalicona vez hacer propia bicicleta irse bien lejos karma puede joderle apellido,False,False,False,False,False,False,False,False,False,False,False
Eso demuestre su escasa capacidad mental con una ironía común y bobalicona. Vaya lea mejor.,demuestre escasa capacidad mental ironía común bobalicona vaya lea mejor,False,False,False,False,False,False,False,False,False,False,False
"No queremos consulta bobalicona, queremos elegir, participar, ejercer soberanía, junta de gobierno, nueva de asamblea alternativa",queremos consulta bobalicona queremos elegir participar ejercer soberanía junta gobierno nueva asamblea alternativa,False,False,False,False,False,False,False,False,False,False,False
"Y esa ridiculez es noticia????? Si quieren pónganla con el sonido de alerta de último minuto. Qué HIJUEMILPUTAS periodismo tan cagado.!!!!!! Guarden algo para cuando esté conectada de una máquina, necesitando un hígado, la bobalicona esa.",ridiculez noticia si quieren pónganla sonido alerta último minuto hijuemilputas periodismo tan cagado guarden conectada máquina necesitando hígado bobalicona,False,False,False,False,True,False,False,False,False,False,False
"Yo tampoco lo creo es parte de un plan oficialista, u falso positivo, para inflar a un sector de la falsa oposición para infiltrar a la oposición bobalicona",tampoco creo parte plan oficialista u falso positivo inflar sector falsa oposición infiltrar oposición bobalicona,False,False,True,False,False,False,False,False,False,False,False
pobre tonta bobalicona cerebro de mierda,pobre tonta bobalicona cerebro mierda,True,False,False,False,False,False,False,True,False,False,False
"Cierto: Pero cada cosa en su lugar y en su momento. El papel de Vanessa la hace ver ""bobalicona"", recitando, y mal, un libreto.",cierto cada cosa lugar momento papel vanessa hace ver bobalicona recitando mal libreto,False,False,False,False,False,False,False,False,False,False,False
Se necesita ser bastante escaso para creer semejante carreta. Encontraron el arma de dotación del TC Oscar Davila? Estaba desarmado y necesitó tomar el arma ajena? Es tan idiota el escolta para andar desarmado?,necesita ser bastante escaso creer semejante carreta encontraron arma dotación tc oscar davila desarmado necesitó tomar arma ajena tan idiota escolta andar desarmado,True,False,False,False,False,False,False,False,False,False,False
"Idiota, ¿tiene un escanear en el cerebro o qué, hpta.? Se le acabó la batería atembao.",idiota escanear cerebro hpta acabó batería atembao,True,False,False,False,False,False,False,False,False,False,False
El sexo y el género es lo mismo idiota lo que no es lo mismo es el género con la orientación..si tienes un sexo asignado es porque tienes un genero asignado,sexo género mismo idiota mismo género orientaciónsi sexo asignado genero asignado,True,False,False,False,False,False,False,False,False,False,False
Eso literalmente me pasó una vez Me sentí tan idiota,literalmente pasó vez sentí tan idiota,True,False,False,False,False,False,False,False,False,False,False
"No me da, debe ser que el idiota soy yo.",da debe ser idiota,True,False,False,False,False,False,False,False,False,False,False
Idiota man tan estorboso,idiota man tan estorboso,True,False,False,False,False,False,False,False,False,False,False
Y este Idiota... No es el que se la pasa Hablando de Entrampamiento... Que baboso.,idiota pasa hablando entrampamiento baboso,True,False,False,False,False,False,False,False,False,False,False
jajaja señor deje de ser tan idiota. Aprenda a leer ud.,jajaja señor deje ser tan idiota aprenda leer ud,True,False,False,False,False,False,False,False,False,False,False
"que pedazo de idiota se les acabó el país del robo a los impuestos, están llorando porque no pueden robar más para Uds. payasa",pedazo idiota acabó país robo impuestos llorando pueden robar uds payasa,True,False,False,False,False,False,False,False,False,False,False
"Si bien hay mucho odio en esta red, también hay gente muy boba hijueputa que se merece los madrazos a pulmón, que gonorrea tan idiota a lo bien.",si bien odio red gente boba hijueputa merece madrazos pulmón gonorrea tan idiota bien,True,False,False,False,True,False,False,False,False,False,False
Con esta respuesta lo único que voy a hacer es darle visibilidad a un perfecto idiota que se apoda frankportilla,respuesta único voy hacer darle visibilidad perfecto idiota apoda frankportilla,True,False,False,False,False,False,False,False,False,False,False
Pobre idiota…,pobre idiota,True,False,False,False,False,False,False,False,False,False,False
Idiota pues el problema es que no está en Londres atontado. En nuestro metro está prohibido y sino le gusta pues váyase para Londres,idiota pues problema londres atontado metro prohibido sino gusta pues váyase londres,True,False,False,False,False,False,False,False,False,False,False
"Duras afirmaciones de un idiota que no sabe que es caminar en el monte, selva o bosque! Que animal!",duras afirmaciones idiota sabe caminar monte selva bosque animal,True,False,False,False,False,False,False,False,False,False,False
"Acaso se puede ser más bruto, ignorante, e idiota al mismo tiempo.",acaso puede ser bruto ignorante idiota mismo tiempo,True,False,False,False,False,False,False,False,False,False,False
Ya tienen identificado a este idiota útil,identificado idiota útil,True,False,False,False,False,False,False,False,False,False,False
"Ese es un idiota ladrón que que busca robarse todo lo que encuentre a su paso para enriquecerse él, su familia y sus lacayos que lo siguen.",idiota ladrón busca robarse encuentre paso enriquecerse familia lacayos siguen,True,False,True,False,False,False,False,False,False,False,False
Una puta tiene más dignidad que vos cuándo vendes tu conciencia... asco de ser humano sos físico idiota,puta dignidad vos cuándo vendes conciencia asco ser humano sos físico idiota,True,False,False,False,True,False,False,False,False,False,False
"Idiota inútil, el tal Petro fue el primero que los encontró, tu presidente",idiota inútil tal petro primero encontró presidente,True,False,False,False,False,False,False,False,False,False,False
solo me duermo rápido después de hablar con ese idiota. Yo la más ridícula,solo duermo rápido después hablar idiota ridícula,True,False,False,False,False,False,False,False,False,False,False
"Si IDIOTA, Miguel del río vive a pocas cuadras de la fiscalía en Bogotá. eres un tipo con queso y tocineta, ""especial"" pendejo tan imbécil.
Se escribe así IMBÉCIL.",si idiota miguel río vive pocas cuadras fiscalía bogotá tipo queso tocineta especial pendejo tan imbécil escribe así imbécil,True,False,False,False,True,False,False,True,False,False,False
"Usted es una peste! Si Luis Carlos Galán Estuviera vivo! Y usted es tan idiota, que fue el mismo estado de derecho, al que usted se vendió, quien mató a su padre.",usted peste si luis carlos galán vivo usted tan idiota mismo derecho usted vendió mató padre,True,False,False,False,False,False,False,False,False,False,False
"Que idiota y vos eras el cuidador o qué, imbécil.",idiota vos cuidador imbécil,True,False,False,False,False,False,False,False,False,False,False
"Como buen idiota sin neuronas que utilizar, para creer en la palabra dicha de un guerrillero. Ratas como vos pronto elegirán entre una prisión o un cementerio",buen idiota neuronas utilizar creer palabra dicha guerrillero ratas vos pronto elegirán prisión cementerio,True,False,True,False,False,False,False,False,False,False,False
Tan idiota!! ¿cómo la vas a dejar plantada si esta PRECIOSA!!?,tan idiota cómo vas dejar plantada si preciosa,True,False,False,False,False,False,False,False,False,False,False
"¿y vos que hiciste cómo periodista? ¡Solamente hacer el loving a este grandísimo idiota mediocre de Petro! ¡Rendirle tributo a tu mesías, imbécil. Pedazo de langaruto!",vos hiciste cómo periodista solamente hacer loving grandísimo idiota mediocre petro rendirle tributo mesías imbécil pedazo langaruto,True,False,False,False,False,False,False,False,False,False,False
"callate estupido la pedofilia es un cancer, deja buscarle vueltas a tu pendejada idiota.",callate estupido pedofilia cancer deja buscarle vueltas pendejada idiota,True,False,False,False,False,False,False,False,False,False,False
jajajajaj papi de buena que cumplir 30 viene con ser idiota o que?,jajajajaj papi buena cumplir viene ser idiota,True,False,False,False,False,False,False,False,False,False,False
Seguro va a decir que sí.... Este país si está lleno de mucho idiota útil,seguro va decir país si lleno idiota útil,True,False,False,False,False,False,False,False,False,False,False
"EL IDIOTA FELIZ: Socilaista sí, pero no bobo",idiota feliz socilaista bobo,True,False,False,False,False,False,False,False,False,False,False
"Venga idiota sin remedio y me ayuda a limpiarla porque  es lo único que le sale del cerebro, mierda mal oliente y fétida. Ya lavo los platos?",venga idiota remedio ayuda limpiarla único sale cerebro mierda mal oliente fétida lavo platos,True,False,False,False,False,False,False,True,False,False,False
"Jajaja mucho idiota. Y Colombia tampoco olvida que al títere de Duque, lo montó el ñeñe …bobo.",jajaja idiota colombia tampoco olvida títere duque montó ñeñe bobo,True,False,False,False,False,False,False,False,False,False,False
Coma mierda idiota,coma mierda idiota,True,False,False,False,False,False,False,True,False,False,False
Lea antes de replicar agüevado es gracias a que no hizo las formas idiota,lea replicar agüevado gracias hizo formas idiota,True,False,False,False,False,False,False,False,False,False,False
"Pura basura, luego eso se lo cree un idiota y pega un plátano de una pared con cinta y dice que es arte",pura basura luego cree idiota pega plátano pared cinta dice arte,True,False,False,False,False,False,False,False,False,False,False
Más idiota usted que no entiende que si a un presidente le va mal a ud también gran imbécil,idiota usted entiende si presidente va mal ud gran imbécil,True,False,False,False,False,False,False,False,False,False,False
"hay gente tan idiota como vos, que enserio le dan ganas de cogerlos a puño.",gente tan idiota vos enserio dan ganas cogerlos puño,True,False,False,False,False,False,False,False,False,False,False
"Este es un idiota, un inepto y un inútil. Nada va a pasar con el.",idiota inepto inútil va pasar,True,False,False,False,False,False,False,False,False,False,False
Definitivamente ud es el perfecto idiota útil de los comunistas.. cagao y el agua lejos,definitivamente ud perfecto idiota útil comunistas cagao agua lejos,True,False,False,False,False,False,False,False,False,False,False
"Igual que el socialismo que también es fascista Sra. embajadora, le menciono unas perlas, Stalin, Mao, Castro. Todos ellos representantes del socialismo comunista y genocida reconocidos como tales mundialmente. No se haga la idiota útil que no le sale.",igual socialismo fascista sra embajadora menciono unas perlas stalin mao castro representantes socialismo comunista genocida reconocidos tales mundialmente haga idiota útil sale,True,False,False,False,False,False,False,False,False,False,False
"Pobre idiota y sus problemas de agnosia visual  leyendo medios sesgados, se les cayó el telón, babosos",pobre idiota problemas agnosia visual leyendo medios sesgados cayó telón babosos,True,False,False,False,False,False,False,False,False,False,False
"La verdad ahora mismo Adam Cole no vende ni como Heel ni como Face, cuando es Heel se quiere hacer el Cool Guy, como el chico que está a la moda y en tendencia cuando debería ser el chico Rudo y agresivo por dios ¿Que villano quiere que lo ovacionen? Mentalidad idiota",verdad ahora mismo adam cole vende heel face heel quiere hacer cool guy chico moda tendencia debería ser chico rudo agresivo dios villano quiere ovacionen mentalidad idiota,True,False,False,False,False,False,False,False,False,False,False
Enamorada de ti idiota️ los hombres si son lentos vale,enamorada idiota hombres si lentos vale,True,False,False,False,False,False,False,False,False,False,False
"Jajajajaja qué idiota, cuantos grammys tiene él",jajajajaja idiota cuantos grammys,True,False,False,False,False,False,False,False,False,False,False
"Que comentario tan idiota, estos uribestias cada vez peor!",comentario tan idiota uribestias cada vez peor,True,False,False,False,False,False,False,False,False,False,False
Sin mencionar que eso lo logró con menos de 20 años (creo). La gente se pasa de idiota con esos comentarios.,mencionar logró menos años creo gente pasa idiota comentarios,True,False,False,False,False,False,False,False,False,False,False
"ve, idiota, que pasó con el ""YO NO MARCHO, YO PRODUZCO""?...imbécil",ve idiota pasó marcho produzcoimbécil,True,False,False,False,False,False,False,False,False,False,False
Vea pues está guerrillera… le salimos a deber… está muy subida por que Petro le dio embajada a la hermana…no sea metida… vaya más bien a bañar el perro… idiota!!!,vea pues guerrillera salimos deber subida petro dio embajada hermanano metida vaya bien bañar perro idiota,True,False,False,False,False,False,False,False,False,False,False
"Vuelve, vuelve a decirme “te quiero” y volveré a caer como idiota. Ven a decirme que quieres pasar días junto a mí, y crearé muchas historias en mi cabeza. Regresa aquí, y dame lo que tanto me debes, ese abrazo que me tiene que completar, ven a dármelo, y luego puedes marcharte",vuelve vuelve decirme quiero volveré caer idiota ven decirme quieres pasar días junto crearé muchas historias cabeza regresa aquí dame debes abrazo completar ven dármelo luego puedes marcharte,True,False,False,False,False,False,False,False,False,False,False
"Otro idiota útil defendiendo a un Guerrillero hampón y corrupto, parásito del estado que hace + de 3 décadas lo único que hace es desangrar a el país. No tienen otro discurso a istedis los URIBISTIS MADURE!! idiota útil",idiota útil defendiendo guerrillero hampón corrupto parásito hace décadas único hace desangrar país discurso istedis uribistis madure idiota útil,True,False,False,False,False,False,False,False,False,False,False
"Venga señor Santos, usted no entiende que llego un guerrillero al poder, como va a confundir un democrata con un hp bandido, respete mijo, usted vive por fuera , quedese callado idiota",venga señor santos usted entiende llego guerrillero poder va confundir democrata hp bandido respete mijo usted vive quedese callado idiota,True,False,True,False,False,False,False,False,False,False,False
pobre boba e idiota hijueputa,pobre boba idiota hijueputa,True,False,False,False,True,False,False,False,False,False,False
Muy idiota dejar semejante responsabilidad a ese pelaos,idiota dejar semejante responsabilidad pelaos,True,False,False,False,False,False,False,False,False,False,False
Autuori es un idiota. El que me diga que todo esto está justificado es más idiota que él. La única explicación de este Nacional es que su idiotez se ha contagiado pandémicamente.,autuori idiota diga justificado idiota única explicación nacional idiotez contagiado pandémicamente,True,False,False,False,False,False,False,False,False,False,False
"Con todo respeto ,que pregunta tan idiota.",respeto pregunta tan idiota,True,False,False,False,False,False,False,False,False,False,False
"SOLUCIÓN, DAR DE BAJA A LOS CAPUCHOS, OSEA A VOS Y A TUS AMIGOS.",solución dar baja capuchos osea vos amigos,False,False,False,False,False,False,False,False,False,False,False
Como que no hijueputa? Hay que dar de baja a esos delincuentes que vos escondes.,hijueputa dar baja delincuentes vos escondes,False,False,False,False,True,False,False,False,False,False,False
"Lo que le hicieron un puñado de Talibanes ubicados a miles de KL, en contra del Primer ejército del mundo.  ¿ Cuanto tardaron en dar de baja a Bin Laden",hicieron puñado talibanes ubicados miles kl primer ejército mundo cuanto tardaron dar baja bin laden,False,False,False,False,False,False,False,False,False,False,False
Llevo 20 minutos sin mis amigas y ya estoy muy triste me voy a dar de baja la vida no aguanto esto de tenerle dependencia emocional a cualquier persona q me demuestre el mínimo afecto,llevo minutos amigas triste voy dar baja vida aguanto tenerle dependencia emocional cualquier persona q demuestre mínimo afecto,False,False,False,False,False,False,False,False,False,False,False
A ustedes los deben es capturar o dar de baja,ustedes deben capturar dar baja,False,False,False,False,False,False,False,False,False,False,False
Eso era mentira solo querían dar de baja la cuerda de terroristas que hay en el medio oriente. Cuando EEUU se dio cuenta q el mismo país no quería luchar si EEUU no les daba dinero simplemente los abandonaron. Como paso en Afganistán llegó la fecha se fueron.,mentira solo querían dar baja cuerda terroristas medio oriente eeuu dio cuenta q mismo país quería luchar si eeuu daba dinero simplemente abandonaron paso afganistán llegó fecha,False,False,False,False,False,False,False,False,False,False,False
hace una semana no tengo servicio de internet fijo y nada que solucionan. Necesito dar de baja el servicio ya que no me sirve así. Que debo hacer para cancelar el servicio aún pagando multa?,hace semana servicio internet fijo solucionan necesito dar baja servicio sirve así debo hacer cancelar servicio aún pagando multa,False,False,False,False,False,False,False,False,False,False,False
"Javier para mi esta bien el se aseguro de dar de baja al ladrón, si ese tipo se lograra levantar se lleva en los cachos a todos . Uno menos . Actuó bien ",javier bien aseguro dar baja ladrón si tipo lograra levantar lleva cachos menos actuó bien,False,False,True,False,False,False,False,False,False,False,False
"te vamos a dar de baja manito, solo espera",vamos dar baja manito solo espera,False,False,False,False,False,False,False,False,False,False,False
Ya la verdad no se si mejor dar de baja la cuenta y buscar otras alternativas. Alguna recomendación,verdad si mejor dar baja cuenta buscar alternativas alguna recomendación,False,False,False,False,False,False,False,False,False,False,False
"Unos le empezaron a dar de baja el reggaeton, no solo J Balvin",empezaron dar baja reggaeton solo j balvin,False,False,False,False,False,False,False,False,False,False,False
"cuando te morís perra, o hay que darte de baja",morís perra darte baja,False,False,False,False,False,True,False,False,False,False,False
"Se llama defensa personal, y no es asesinato, es dar de baja a un Hampón.",llama defensa personal asesinato dar baja hampón,False,False,False,False,False,False,False,False,False,False,False
"Así vamos.... Operativos que deberían ser para dar de baja a disidencias y guerrilla, ahora rescata ardillas.",así vamos operativos deberían ser dar baja disidencias guerrilla ahora rescata ardillas,False,False,False,False,False,False,False,False,False,False,False
Igual a usted lo vamos a dar de baja. O le inventamos alguna vaina para meterlo preso por traición a la patria.,igual usted vamos dar baja inventamos alguna vaina meterlo preso traición patria,False,False,False,False,False,False,False,False,False,False,False
Arrodillado hijo de puta,arrodillado hijo puta,False,False,False,False,True,False,False,False,False,False,False
Estoy contigo María José Gobernaron y mandaron todo el tiempo y siempre arrodillado a un poder ..que terminaron siendo sus jefes al ser los dueños de los medios Hoy son el iceberg contra una nueva forma de administrar el estado. Por ello hace 20 años no los consumo.. Son un asco,contigo maría josé gobernaron mandaron tiempo siempre arrodillado poder terminaron siendo jefes ser dueños medios hoy iceberg nueva forma administrar ello hace años consumo asco,False,False,False,False,False,False,False,False,False,False,False
"Pedazo de mierda, no tiene otro argumento? No ve lo asqueroso de este gobierno? Arrodillado hijo de puta.",pedazo mierda argumento ve asqueroso gobierno arrodillado hijo puta,False,False,False,True,True,False,False,True,False,False,False
Este vendido de mierda no decepciona! arrodillado!,vendido mierda decepciona arrodillado,False,False,False,False,False,False,False,True,False,False,False
La infamia de respuesta  Pueblo arrodillado gobierno entregado. Prefiero la defensa que la entrega !,infamia respuesta pueblo arrodillado gobierno entregado prefiero defensa entrega,False,False,False,False,False,False,False,False,False,False,False
CUALES AMENAZAS IMBECIL SI SE ESTÁ SIENDO FRANCO CON LO QUE SE DICE. ARRODILLADO,cuales amenazas imbecil si siendo franco dice arrodillado,False,False,False,False,False,False,False,False,False,False,False
Que imbecil arrodillado!,imbecil arrodillado,False,False,False,False,False,False,False,False,False,False,False
"GUERRILLERO HIJO DE LAS MIL PUTAS, USTED ES UN ARRODILLADO, COMO ASI QUE EL ELN PUEDE SEGUIR EXTORSIONANDO, USTED ES UN PAYASO HP",guerrillero hijo mil putas usted arrodillado asi eln puede seguir extorsionando usted payaso hp,False,False,False,False,True,False,False,False,False,False,False
Así o más ARRODILLADO GOBIERNO HP,así arrodillado gobierno hp,False,False,False,False,False,False,False,False,False,False,False
"A su titular le falta solo que van a seguir secuestrando, extorsionando, traquetos y cobrando vacunas en las regiones.     Así que paz total se va a construir.  Son una manada de HP y todo por falta de este gobierno arrodillado a los terroristas, q fueron sus financiadores",titular falta solo van seguir secuestrando extorsionando traquetos cobrando vacunas regiones así paz total va construir manada hp falta gobierno arrodillado terroristas q financiadores,False,False,False,False,False,False,False,False,False,False,False
"Por esto es que no lo quiere la derecha por sacar adelante al pueblo, quitándole de las garras a la maquinaria neoliberal que solo quiere al pueblo arrodillado recibiendo migajas para que sobreviva!!!",quiere derecha sacar adelante pueblo quitándole garras maquinaria neoliberal solo quiere pueblo arrodillado recibiendo migajas sobreviva,False,False,False,False,False,False,False,False,False,False,False
"Payaso !!! Sos marioneta, nunca seras lider, siempre te van a mandar, arrodillado",payaso sos marioneta nunca seras lider siempre van mandar arrodillado,False,False,False,False,False,False,False,False,False,False,False
General willan Rene es un arrodillado a los izquierdistas qué matan policias..... Arrodillado a Petro..... Traidor a la Patria,general willan rene arrodillado izquierdistas matan policias arrodillado petro traidor patria,False,False,False,False,False,False,False,False,False,False,False
Que rico tú sentado relajado y yo arrodillado dándole la chulada mañanera,rico sentado relajado arrodillado dándole chulada mañanera,False,False,False,False,False,False,False,False,False,False,False
"Puede seguir pataleando todo lo que quiera, la gente ya no les cree, siempre se han arrodillado al poder de los mas ricos del país, obviamente hay excepciones, que claramente no están en el medio para el cual ud trabaja",puede seguir pataleando quiera gente cree siempre arrodillado poder mas ricos país obviamente excepciones claramente medio ud trabaja,False,False,False,False,False,False,False,False,False,False,False
"Inepto, no servís para nada",inepto servís,False,False,False,False,False,False,False,False,False,False,False
"Bancolombia te odio, no servís para nada",bancolombia odio servís,False,False,False,False,False,False,False,False,False,False,False
"Lo que sos, es un ridículo, un malparido y no servís para nada. JAJAJAJA",sos ridículo malparido servís jajajaja,False,False,False,False,False,False,False,True,False,False,False
¿Qué hacer con tu vida cuando hasta tus padres dicen que no servís para nada?,hacer vida padres dicen servís,False,False,False,False,False,False,False,False,False,False,False
Es una buena noche para decirle a este: no servis para nada.,buena noche decirle servis,False,False,False,False,False,False,False,False,False,False,False
"Qué ASCO le das a tú ESPOSA qué se tuvo qué buscar un HOMBRE DE VERDAD y un PADRE para sus hijos...UN PADRE DE VERDAD, porque tú no sirves para nada ",asco das esposa buscar hombre verdad padre hijosun padre verdad sirves,False,False,False,False,False,False,False,False,False,False,False
Recuerda que no te pueden utilizar si no sirves para nada,recuerda pueden utilizar si sirves,False,False,False,False,False,False,False,False,False,False,False
Es al contrario! Ustedes dan asco!,contrario ustedes dan asco,False,False,False,False,False,False,False,False,False,False,False
"Ahí están pintados los funcionarios de Petro, que asco y que vergüenza",ahí pintados funcionarios petro asco vergüenza,False,False,False,False,False,False,False,False,False,False,False
Badalona otro asco de afición,badalona asco afición,False,False,False,False,False,False,False,False,False,False,False
"Laura me parece repugnante, es una sucia, me das asco",laura parece repugnante sucia das asco,False,False,False,False,False,False,False,False,False,False,False
Hasta desde colombia da asco esta señora...uy no terrible un ser humano tan mezquino.,colombia da asco señorauy terrible ser humano tan mezquino,False,False,False,False,False,False,False,False,False,False,False
La Corte Suprema hace parte de la banda criminal de la Fiscalía? Que asco,corte suprema hace parte banda criminal fiscalía asco,False,False,False,False,False,False,False,False,False,False,False
Que descarooo! Se están burlando de ustedes y todo el país sin asco y sin filtro alguno!,descarooo burlando ustedes país asco filtro alguno,False,False,False,False,False,False,False,False,True,False,False
Un asco y un total irrespeto tener un guerrillero en la presidencia.,asco total irrespeto tener guerrillero presidencia,False,False,False,False,False,False,False,False,False,False,False
NO VER NI OIR ESTAS BASURAS DE MIERDA DE DESINFORMACION DAN ASCO,ver oir basuras mierda desinformacion dan asco,False,False,False,False,False,False,False,True,False,False,False
Eres Una vergüenza ver su trabajo da asco,vergüenza ver trabajo da asco,False,False,False,False,False,False,False,False,False,False,False
"La justicia de este país da asco, muy complaciente con la derecha corrupta y no investiga si no a la oposición y ellos untados de corrupción por todo lado, toca sacar a Barbosa ya",justicia país da asco complaciente derecha corrupta investiga si oposición untados corrupción lado toca sacar barbosa,False,False,False,False,False,False,False,False,False,False,False
"jajaja puse el servicio de fibra óptica de la ETB el día de ayer, y ya no tengo y me dicen que es una falla sectorizada jajajajajajja. ASCO DE SERVICIO.",jajaja puse servicio fibra óptica etb día ayer dicen falla sectorizada jajajajajajja asco servicio,False,False,False,False,False,False,False,False,False,False,False
"Señora que le pasa? Después sale llorando que la lean,que van a leer a una porquería de revistas sesgada? Saca artículos sin la más mínima investigación y sólo haciendo chismes. Usted es un asco y jamás será una verdadera periodista",señora pasa después sale llorando leanque van leer porquería revistas sesgada saca artículos mínima investigación sólo haciendo chismes usted asco jamás verdadera periodista,False,False,False,False,False,False,False,True,False,False,False
"Usted solo genera repudio, asco y vergüenza",usted solo genera repudio asco vergüenza,False,False,False,False,False,False,False,False,False,False,False
Donde está la indignación de lo que hace el gobierno? Le siguen pagando ? O si no le pagan porque le es indiferente lo qué pasa ahora y no antes? Que asco su actitud.,indignación hace gobierno siguen pagando si pagan indiferente pasa ahora asco actitud,False,False,False,False,False,False,False,False,False,False,False
Esta hijueputa es una clasista del asco y a lo bien que cada persona que conozco y la admira también,hijueputa clasista asco bien cada persona conozco admira,False,False,False,False,True,False,False,False,False,False,False
"Lo del MOIR  es repugnante por donde se le mire. Y ahora, cómo tiene para pagar el chulo azul con la plata de los contratos regalados en la alcaldía de López, debemos soportar más caracteres de pura basura. Asco profundo por Robledo y todo su MOIR.",moir repugnante mire ahora cómo pagar chulo azul plata contratos regalados alcaldía lópez debemos soportar caracteres pura basura asco profundo robledo moir,False,False,False,False,False,False,False,False,False,False,False
"Q asco ustedes, llegar como pirañas en una situación tan triste asco profundo, no entiendo como dicen llamarse periodistas.",q asco ustedes llegar pirañas situación tan triste asco profundo entiendo dicen llamarse periodistas,False,False,False,False,False,False,False,False,False,False,False
"No hay persona que me de mas asco que vos, cada que vez que te veo en la calle me dan ganas de vomitar",persona mas asco vos cada vez veo calle dan ganas vomitar,False,False,False,False,False,False,False,False,False,False,False
"Cállese gordo seboso, mirate en un espejo, usted da mucho asco",cállese gordo seboso mirate espejo usted da asco,True,False,False,False,False,False,False,False,False,False,False
"Esta fea si habla mierda, solo hace dos cosas en su vida, dar asco y expulsar heces por su boca",fea si habla mierda solo hace dos cosas vida dar asco expulsar heces boca,True,False,False,False,False,False,False,True,False,False,False
El gobierno más corrupto de la historia. Qué cinismo el de esta señora. Nunca se enteró de todos los torcidos de los gobiernos uribestias. Hasta la mamá de Duque hacía negocio con los bienes incautados. Dan asco.,gobierno corrupto historia cinismo señora nunca enteró torcidos gobiernos uribestias mamá duque hacía negocio bienes incautados dan asco,False,False,False,False,False,False,False,False,False,False,False
La gente tramposa me da asco.,gente tramposa da asco,False,False,False,False,False,False,False,False,False,False,False
"JP es un acomodado conveniente. De youtuber era antisistema, supuestamente ""progre""; de senador un godo ultraderechista reaccionario. Da asco tanta hipocresía histriónica.",jp acomodado conveniente youtuber antisistema supuestamente progre senador godo ultraderechista reaccionario da asco tanta hipocresía histriónica,False,False,False,False,False,False,False,False,False,False,False
"Gury le quiero dar golpes en la jeta, diga cuando y donde o tiene miedo?",gury quiero dar golpes jeta diga miedo,False,False,False,False,False,False,False,False,False,False,False
Que rico cuando y donde,rico,False,False,False,False,False,False,False,False,False,False,False
"Bebé, yo confío en ti y sé que de esta saldrás victorioso. Te mando muchísimas vibras buenas. Me estás contando cómo va eso. Y con respecto a las salchipapas, diga cuándo y dónde",bebé confío sé saldrás victorioso mando muchísimas vibras buenas contando cómo va respecto salchipapas diga cuándo dónde,False,False,False,False,False,False,False,False,False,False,False
"¿Un gordo perezoso y problemático? Gracias, pero paso, cuando y donde quiera, mijo",gordo perezoso problemático gracias paso quiera mijo,True,False,False,False,False,False,False,False,False,False,False
¿Cuando y donde es el asado?,asado,False,False,False,False,False,False,False,False,False,False,False
"Emprender permite una mayor flexibilidad en tu horario, lo que significa que puedes trabajar cuando y donde quieras. Esto te permite un equilibrio entre trabajo y vida personal.",emprender permite mayor flexibilidad horario significa puedes trabajar quieras permite equilibrio trabajo vida personal,False,False,False,False,False,False,False,False,False,False,False
Solo tenes que decir cuando y donde perra y ahí nos vemos,solo tenes decir perra ahí vemos,False,False,False,False,False,True,False,False,False,False,False
"Me acostumbro a no planear porque Dios es quien decide cómo, cuándo y dónde.",acostumbro planear dios decide cómo cuándo dónde,False,False,False,False,False,False,False,False,False,False,False
