texto,insulto,amenaza,rumores_difamatorios,comentarios_humillantes,lenguaje_discriminatorio,acoso_sexual,manipulacion_emocional,lenguaje_vulgar,acoso_general,redes_sociales,suicidio_autolesion
transmisiones yihadistas combatiente británico isis identificado abu abdurahman britani murió acción httptcoksowdrrck,False,False,False,False,False,False,False,False,False,False,False
yihadistas convierten catedral nacional washington mezquita oraciones viernes httptcoahptbp lnyhbt ccot teaparty gop tgdn,False,False,False,False,False,False,False,False,False,False,False
yihadistas afirman rey arabia saudita murió hace dos días deben ser bombas caen hacen alucinar,False,False,False,False,False,False,False,False,False,False,False
yihadistas apuestan protestas públicas gran bretaña obligar gobierno británico abandonar coalición antiisis httptcogjsmrfzwj,False,False,False,False,False,False,False,False,False,False,False
yihadistas hacen circular vídeo asesinato parte boko haram piloto nigeriano capturado después helicóptero derribado,False,False,False,False,False,False,False,False,False,False,False
yihadistas afirman haber derribado helicóptero ataque ejército iraquí beji identifican piloto nombre rango,False,False,False,False,False,False,False,False,False,False,False
yihadistas identifican hombre indonesia autor atentado suicida masivo campamento speicher irak httptcohhjhynby,False,False,False,False,False,False,False,False,False,False,False
yihadistas siguen parloteando haber derribado hoy creen helicóptero apache quizás,False,False,False,False,False,False,False,False,False,False,False
yihadistas parecen molestos ubicación conferencia yedah arabia saudita propósito isis,False,False,False,False,False,False,False,False,False,False,False
yihadistas piden específicamente escuelas internacionales arabia saudita atacadas amenazareal httptconvqbzaviv,False,False,False,False,False,False,False,False,False,False,False
yihadistas burlan unidos difunden paranoia tiendas campaña aparecieron video campo entrenamiento daesh cerca mosul httptcoghebbfbt,False,False,False,False,False,False,False,False,True,False,False
jindal parecía experiencia extracorporal mejorada brownies especiales httptcowcyecqklo bj up and at em stribpol mngop,False,False,False,False,True,False,False,False,False,False,False
jajaja voy ser cobarde respecto quiero amor vida vea asustado cosas,False,False,False,False,False,False,False,False,False,False,False
joba chamberlain parece vagabundo ganó concurso yankees,False,False,False,False,False,False,False,False,False,False,False
joe budden siempre muestra arrogante negros twitter promedio fiestas piscina perras negro puede competir negros rap,False,False,False,False,True,True,False,False,False,False,False
joe burla ganador premio nobel allí perra morningjoe,False,False,False,False,False,True,False,False,True,False,False
joe young va disparar perra,False,False,False,False,False,True,False,False,False,False,False
fiestas joe putas siempre hace calor infernal,False,False,False,False,True,False,False,False,False,False,False
john kerry vendido httptcosfirsvdy nuncaolvidéis cómo cobarde jodió tropas vietnam ahora sido recompensado repugnante,False,False,False,False,False,False,False,False,False,False,False
john legend demostrando perra país así propia canción,False,False,False,False,False,True,False,False,False,False,False
john mccain ataca jay carny vivo cnn siria isis obama httptcoztbktri,False,False,False,False,False,False,False,False,False,False,False
johnathan martin completo cobarde manup,False,False,False,False,False,False,False,False,False,False,False
johnny manziel acaba hacerle gesto obsceno alguien,False,False,False,False,False,False,False,False,False,False,False
johnny rebel si pudiera ser negro día httptcojpkdkpbjxh,False,False,False,False,True,False,False,False,False,False,False
johnny rebel deja joder negro httptcoucghryzge,False,False,False,False,True,False,False,False,False,False,False
johnny perra punk,False,False,False,False,False,True,False,False,False,False,False
únanse tripulación perras,False,False,False,False,False,True,False,False,False,False,False
jon jones acaba perder respeto rechazó pelea perro espero pierda próxima pelea ahora jonnybones,False,False,False,False,False,False,False,False,False,False,False
jon stewart critica estúpido idiota tea party rick perry comentarios homosexualidad alcoholismo httptcofqcwzhmjom,True,False,False,False,True,False,False,False,False,False,False
jones ibáñez energía después haberlo dado principio primera mitad convocados deberían tener tiempo juego yankees mlb,False,False,False,False,False,False,False,False,False,False,False
jonica parece puta superior,False,False,False,False,True,False,False,False,False,False,False
jordan haciendo universidad follando zorras cosas sabes jordan bien serio believes elijoabstenerme,False,False,True,False,False,True,False,False,False,False,False
josé soto reflexiones ex miembro gay tea party httptcoxtmmuzyk,False,False,False,False,False,False,False,False,False,False,False
josef acaba entrar boxes pequeña posibilidad pueda aguantar vueltas restantes dudo necesitará bandera amarilla indyfest,False,False,False,False,False,False,False,False,False,False,False
josh puta,False,False,False,False,True,False,False,False,False,False,False
js pies canción basura jajaja,False,False,False,False,False,False,False,False,False,False,False
jtfooooo coño fleek,False,False,False,False,False,False,False,False,False,False,False
juicy j puede decirle coño trinquete recuerdas,False,False,False,False,False,False,False,False,False,False,False
julius peppers todavía parece retrasado mental,False,False,False,False,False,False,False,False,False,False,False
salto ventana segundo piso cuna perra chica golpea puerta josh shaw,False,False,False,False,False,True,False,False,False,False,False
jungle fever película favorita chica blanca encantan cosas hombre color toma fuerza profundidad vuelve loco papá chicas,False,False,False,False,False,False,False,False,False,False,False
jóvenes siguen siendo cobardes,False,False,False,False,False,False,False,False,False,False,False
sólo d nicca,False,False,False,False,False,False,False,False,False,False,False
solo necesito perra mala siempre sujete,False,False,False,False,False,True,False,False,False,False,False
solo necesito negro mack wilds gane diablo premio,False,False,False,False,True,False,False,False,False,False,False
solo cansado decirle joven matón nicca ayer creyó,False,False,False,False,False,False,False,False,True,False,False
acabo despertar entero lebron tonto ningún respeto vas buscar anillos vuelves realmente admirable bitch,True,False,False,False,False,False,False,False,False,False,False
juss puta gratis lop p httptcotrbdu,False,False,False,False,True,False,False,False,False,False,False
solo joven negro futuro prometido caseyveggies,False,False,False,False,True,False,False,False,False,False,False
tan basura demás arregló ninguno problemas rt sheseauxsaditty rt glitteryglossy alguien descargó ios,False,False,False,False,False,False,False,False,False,False,False
hecho pelo desordenado así significa pelo oler maravilloso ningún negro quiere perra huela tejido quemado,False,False,False,False,True,True,False,False,False,False,False
hecho problema abogado ciudad significa puedas ser perra conmigo próxima vez metas problemas,False,False,False,False,False,True,False,False,False,False,False
acabo comprar nuevo lanzamiento godsmackmusic cobardes quejan ello cállate mierda turnthatshituplouder godsmack,False,False,False,False,False,False,False,True,False,False,False
acabo llamar jugador baloncesto m hacer desvanecimiento twitter negro maricón vive georgia ven buscarme perra,False,False,False,False,True,True,False,False,False,False,False
sólo todas fiestas veo significa mala perra,False,False,False,False,False,True,False,False,False,False,False
hecho ahora novio significa puta ahora solo puta novio,False,False,False,False,True,False,False,False,False,False,False
acabo limpiarme uñas cuchillo hillbilly shanemoses,False,False,False,False,False,False,False,False,False,False,False
acabo limpiar perra boyfriendstruck clean insideandout ram tookforever nofliter httptcobvblrishy,False,False,False,False,False,True,False,False,False,False,False
sólo miró significa gustes perra,False,False,False,False,False,True,False,False,False,False,False
simplemente busques polla después puta,False,False,False,False,True,False,False,False,False,False,False
ofendas palabra solo perra busca quejarse,False,False,False,False,False,True,False,False,False,False,False
acabo dejar caer hermosa mujer gingerdemoness mejor gallina historia espero cariño dama cosa color,False,False,False,False,False,False,False,False,False,False,False
acabo terminar tomar fotos brownie flowcity,False,False,False,False,False,False,False,False,False,False,False
acabo chocar chica estacionamiento rally perra iba toda velocidad estacionamiento casi atropella sobrina,False,False,False,False,False,True,False,False,False,False,False
acabo salir gimnasio vi vieja zorra negra cuerpo frío zorra rizo alegre si,False,False,True,False,False,True,False,False,False,False,False
acabo hacer rico llevé negrata dinero,False,False,True,False,False,False,False,False,False,False,False
acaba cagar pájaro encima bendecido,False,False,False,False,False,False,False,False,False,False,False
alguien menor años acaba preguntar casualmente significan ff coche hablas serio foofighters perra,False,False,False,False,False,True,False,False,False,False,False
simplemente entréguenles juego imbéciles cebra ahórrennos molestia verlo,True,False,False,False,False,False,False,False,False,False,False
acabo alcanzar flappy bird,False,False,False,False,False,False,False,False,False,False,False
espera momento vamos cuna perra,False,False,False,False,False,True,False,False,False,False,False
si día podía mejorar rav esposa pinchadura paleto puse llantas pulgadas así ahí van x,False,False,False,False,False,False,False,False,False,False,False
acabo matar pájaros tiro gracias dios presté atención clases comunicación trabajo,False,True,False,False,False,False,False,False,False,False,False
acabo aterrizar orlando vuelo accidentado,False,False,False,False,False,False,False,False,False,False,False
solo sepas conscientes mismos incluso perras bonitas,False,False,False,False,False,True,False,False,False,False,False
igual perra mierda típica caminar mismo lugar mierda elíptica mago corazones mierda mítica cuídate mierda mística,False,False,False,False,False,True,False,True,False,False,False
acabo ver noticia pensé jodida alguna manera hillbilly,False,False,False,False,False,False,False,False,False,False,False
acabo hacer prueba perra,False,False,False,False,False,True,False,False,False,False,False
tal vez folle perra principal exactamente siento httptcooodbptgvn,False,False,False,False,False,True,False,False,False,False,False
solo necesito perra mala siempre sujete,False,False,False,False,False,True,False,False,False,False,False
solo necesito saber cómo gusta coño así vez bien,False,False,False,False,False,False,False,False,False,False,False
sólo vez vida quiero ver alguien family feud mirar familiar decir respuesta horrible retrasado mental,False,False,False,False,False,False,False,False,False,False,False
acabo pedir comida china perras venga gato,False,False,False,False,False,True,False,False,False,False,False
acabo pasar barrio ex encontré pensamiento final perra secundaria,False,False,False,False,False,True,False,False,False,False,False
acabo publicar foto yankee stadium httptcoyfluxh,False,False,False,False,False,False,False,False,False,False,False
acabo comprar primer café helado trenta pendiente resbaladiza,False,False,False,False,False,False,False,False,False,False,False
acabo leer perfil instagram amo chicas princesas nacimiento perras elección genial tryhard loser,False,False,False,False,False,True,False,False,False,False,False
sólo recuerden tener estándares vuelva genial nuevamente voy criticar ustedes permanecer callados perras tiempo,False,False,False,False,False,True,False,False,False,False,False
acabo despedirme parkerwidly última vez ver trasero perra cuatro meses graciasadios,False,False,False,False,False,True,False,False,False,False,False
acabo decir coño delante anciana quedé paralizada entonces gritó díselo coño demasiado tarde vida ser adoptado,False,False,False,False,False,False,False,False,False,False,False
acabo ver cuervo galopando través calle mmkay wut,False,False,False,False,False,False,False,False,False,False,False
acabo ver mujer parece mamá honey boo boo maldita perra fea,True,False,False,False,False,True,False,True,False,False,False
acabo ver perra mala vida caminando calle si puesta camiseta aeropostale probablemente dado paliza,False,False,False,False,False,True,False,False,False,False,False
acabo ver daddysammy hizo auto t perra,False,False,False,False,False,True,False,False,False,False,False
solo digo pasa perra rt pufntrees sole carajo hago perra,False,False,False,False,False,True,False,True,False,False,False
acabo ver tipo vestido traje blanco negro pantalones cortos pyrex noche va tener sexo,False,False,False,False,True,False,False,False,False,False,False
acabo ver comparación fotográfica lou holtz abuela beverly hillbillies puedo dejar llorar lágrimas insondable hilaridad,False,False,False,False,False,False,False,False,False,False,False
acabo ver perra mala tower city corazón calentó,False,False,False,False,False,True,False,False,False,False,False
solo sonríe perras encanta sonreír d,False,False,False,False,False,True,False,False,False,False,False
acabo fumarme octavo reserve gracias colega blakkhoodie,False,False,False,False,False,False,False,False,False,False,False
acabo hablar leyenda mentor hispaniclinkns charlie ericksen genial ponerme día ayudaron abrir puertas periodistas latinos agradecido,False,False,False,False,False,False,False,False,False,False,False
empieza bloquear disidentes cobarde rtjoederosacomedy esperando pacientemente baje número seguidores twitter todavía fin,False,False,False,False,False,False,False,False,False,True,False
acabo comenzar mejora ejercicio elixir oscuro nivel elixir fastidio conseguirlo,False,False,False,False,False,False,False,False,False,False,False
deja ser puta maldita perra tan difícil,False,False,False,False,True,True,False,True,False,False,False
acabo pasar sala formación bealack todavía parece cantante doo wop,False,False,False,False,False,False,False,False,False,False,False
solo perras ignorantes dondeestánlascabezas,False,False,False,False,False,True,False,False,False,False,False
así simple persecución perra sólida cinco día boda novio,False,False,False,False,False,True,False,False,False,False,False
acabo atarme zapato derecho mientras conducía autopista si estilo entonces sé,False,False,False,False,False,False,False,False,False,False,False
solo hacerte enojar ve barra búsqueda aquí busca negros estúpidos súbete cabeza alguien luego mencióname jajaja stonethegreat,True,False,False,False,True,False,False,False,False,False,False
acabo aterrizar jamaica quiero fumar dos acres envíale negro creador,False,False,False,False,True,False,False,False,False,False,False
sólo intento perra mala venga,False,False,False,False,False,True,False,False,False,False,False
acabo dejar seguir loca quién siguiente jajaja,False,False,False,False,False,False,False,False,False,False,False
sólo espera día salga libertad condicional sabes perra luna volveré tierra tiempo,False,False,False,False,False,True,False,False,False,False,False
acabo ver escena noche oscura revientan culo osama u s,False,False,False,False,False,False,False,True,False,False,False
justo siento totalmente inútil mundo encontré pajarito necesitaba tlc solo llámame drdolittle httptcotrwmrhgv,True,False,False,False,False,False,False,False,False,False,False
acabo gritar maldita huele marihuana ahí verdad después marica fumador avisara mientras pasaba policía jaja perras,False,False,False,False,True,True,False,True,False,False,False
justin bieber finge tener cara perra permanente molesta muchísimo,False,False,False,False,False,True,False,False,False,False,False
k amigo serio retrasado mental así deja hablarme si empezaré ser retrasado mental haré cambiar taza baba,False,False,False,False,False,False,False,False,False,False,False
k michelle forma falsa bonita perra varonil cabello sirenita ve tonto,True,False,True,False,False,True,False,False,False,False,False
k michelle hablando puede criar bien ningún hombre debido perra creció,False,False,False,False,False,True,False,False,False,False,False
galletas kfc ahora basura,False,False,False,False,False,False,False,False,False,False,False
kaaspietbloempietlol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet makenzolang maar blanke beslissing is,False,False,False,False,False,False,False,False,False,False,False
kae chris van todas pareja,False,False,False,False,False,False,False,False,False,False,False
kaetlin perra,False,False,False,False,False,True,False,False,False,False,False
canguro jac wayneljr perra tejido seco rt taelarbby joder parezco puta httptcohkmtwgpah,False,False,False,False,True,True,False,False,False,False,False
nuevo video kanye tan malo hizo lío cómo lanzaste tiros cuartel inventaste mierda,False,False,False,False,False,False,False,True,False,False,False
kanye west maricón,False,False,False,False,True,False,False,False,False,False,False
kanyeeeeeee solo idiota actúa mono jardín simplemente estúpido,True,False,False,False,False,False,False,False,False,False,False
verso kanye i won hace putas sientan trofeos verdad,True,False,False,False,True,False,False,False,False,False,False
karlie acaba poner todas perras cárcel negros deberían empezar revisar ruedas después dejen todas perras,False,False,False,False,True,True,False,False,False,False,False
karma perra puede entenderme mierda haciendo,False,False,False,False,False,True,False,True,False,False,False
karma perra,False,False,False,False,False,True,False,False,False,False,False
karma perra suele aparecer desaparecer acaso personas siempre suerte,False,False,False,False,False,True,False,True,False,False,False
karma perra así nena,False,False,False,False,False,True,False,False,False,False,False
karma perra tornas cambiarán aunque persona quiera tampoco puedes detenerlo,False,False,False,False,False,True,False,False,False,False,False
karma perra httptcouukvnwn,False,False,False,False,False,True,False,False,False,False,False
karma perra bueno asegúrate perra hermosa,False,False,False,False,False,True,False,False,False,False,False
karma perra grande jamás conocerás sigue presionando botones,False,False,False,False,False,True,False,False,False,False,False
karma peor perra recuérdalo,False,False,False,False,False,True,False,False,False,False,False
karma perra grande,False,False,False,False,False,True,False,False,False,False,False
karma verdadera perra jaja,False,False,False,False,False,True,False,False,False,False,False
karma perra eh,False,False,False,False,False,True,False,False,False,False,False
karmas perra,False,False,False,False,False,True,False,False,False,False,False
karmas perra supongo deberías haber amado antiguo,False,False,False,False,False,True,False,False,False,False,False
karma perra pronto irá bien,False,False,False,False,False,True,False,False,False,False,False
katey voka hicieron populares putas fondo,False,False,False,False,True,False,False,False,False,False,False
gran salida katy noche firehouse gtgtgtgt bye bye bitches,False,False,False,False,False,False,False,False,False,False,False
kawasaki saliendo maricón smh,False,False,False,False,True,False,False,False,False,False,False
kayci saludamos diciendo hola zorra si hiciera reír,False,False,True,False,False,True,False,False,False,False,False
mantén azadas poo lejos tl b,False,False,False,False,False,False,False,False,False,False,False
sigue haciendo muchacho gente pronto da cuenta maricón mentiroso,False,False,True,False,True,False,False,False,False,False,False
mantenlo g nunca cogí perra chorreante,False,False,False,False,False,True,False,False,False,False,False
sé sincero sé sincero sé sincero sé sincero negro dice cogió perra podía esperar chillar,False,False,False,False,True,True,False,False,False,False,False
mantenlo real siguiente perra necesidad preocupes siguiente perra hecho,False,False,False,False,False,True,False,False,False,False,False
mantenlos alejados charlie day rt jhonenv solo vez vida gustaría parte favorita cuerpo alguien asquerosas rodillas,False,False,False,False,False,False,False,False,False,False,False
año guardo perras imprudentes,False,False,False,False,False,True,False,False,False,False,False
kenny lee ser único piel clara come chitlins,False,False,False,False,False,False,False,False,False,False,False
kentucky fried atiende gente blanca menú personas color,False,False,False,False,False,False,False,False,False,False,False
ketchup ritmo puta,False,False,False,False,True,False,False,False,False,False,False
kevin hart perra,False,False,False,False,False,True,False,False,False,False,False
nueva mochila khloee coloreamos anoche httptcotyndjcsq,False,False,False,False,False,False,False,False,False,False,False
khole kardashian embarazada french montana supongo esforzó hizo estallar coño jajaja,False,False,False,False,False,False,False,False,False,False,False
echen malditos nics lugar,False,False,False,False,False,False,False,False,False,False,False
derriba puerta golpea perra rt lowkei dan ganas pasar casa sentarme,False,False,False,False,False,True,False,False,False,False,False
dale patada perra justo coño,False,False,False,False,False,True,False,False,False,False,False
echando perras casa pam,False,False,False,False,False,True,False,False,False,False,False
echar patadas niccas tf outcha menciones httptcobelunzglt,False,False,False,False,False,False,False,False,False,False,False
niños perra,False,False,False,False,False,True,False,False,False,False,False
niños toleren madres llamen zorras enojó zorra bueno llamar días putas,False,False,True,False,True,True,False,False,False,False,False
kierstens perra manos calamar manos calamar,False,False,False,False,False,True,False,False,False,False,False
mata cuerpo cuatro juegos coño debería tan débil provocaciones imposible contener orgasmo sexo intenso,False,False,False,False,False,False,False,False,False,False,False
kill kill basura,False,False,False,False,False,False,False,False,False,False,False
mata perra simonsamuels perra shmoney simonsamuels devontracy thatwayimove httpstcolnqdazijjk,False,False,False,False,False,True,False,False,False,False,False
matando niccas odio todas ex putas,False,False,False,False,True,False,False,False,False,False,False
rompiendo casa nba pacers indiana paulgeorge hoosiers baloncesto hashtag ganador httptcoqwepnux,False,False,False,False,False,False,False,False,False,False,False
kim k bien honestamente tantos negros preferiría allí dejaron seguir miley perra simplemente extraña,False,False,False,False,True,True,False,False,False,False,False
kim kardashian parece travesti todas cirugías,False,False,False,False,False,False,False,False,False,False,False
rt peachpapayya loco amigo rt vianawf putas gordas desagradables coquetas,True,False,False,True,True,False,False,False,False,False,False
solo quiero dar paseo ver si veo perra colorida caminando ahí créanme así payaso menos tierra,False,False,False,False,False,True,False,False,False,False,False
ganas escupirle chicle alguna perra pelo,False,False,False,False,False,True,False,False,False,False,False
rey vs tip álbumes troubleman basura,False,False,False,False,False,False,False,False,False,False,False
kip tokuda tipo amarillista dedicaba ennegrecer departamento policía seattle murió lástima pedazo mierda escondido bastidores reemplazarlo,False,False,False,False,False,False,False,True,False,False,False
kirk hinrich volviendo loco perra,False,False,False,False,False,True,False,False,False,False,False
beso opinión conductor m ten cortesía perra,False,False,False,False,False,True,False,False,False,False,False
kiss imik perra acaba agregar segundos historia creo nuevo récord,False,False,False,False,False,True,False,False,False,False,False
besando perra chupa,False,False,False,False,False,True,False,True,False,False,False
derríbalos fornido,False,False,False,False,False,False,False,False,False,False,False
haciendo mella gran perra fwm todas partes emmanuel httptcocwhqmvt,False,False,False,False,False,True,False,False,False,False,False
debes saber karma demasiado real espero vaya bien aún así estúpida perra voy joder contigo,True,False,False,False,False,True,False,False,False,False,False
sepa perra mala consiguió,False,False,False,False,False,True,False,False,False,False,False
sabes pájaros llevan pantalones pito estorba,False,False,False,False,False,False,False,False,False,False,False
sabes murió guerrero supremo dios ama maricas toosoon cruzado antigay así necesario hacer bromas ligeras,False,False,False,False,True,False,False,False,False,False,False
sé visteis sé oísteis perras,False,False,False,False,False,True,False,False,False,False,False
sé gusto perra probablemente,False,False,False,False,False,True,False,False,False,False,False
saber quieres convierte perra convierte mujer conforma menos merece,False,False,False,False,False,True,False,False,False,False,False
conocido atrapar perra negra rápido,False,False,False,False,False,True,False,False,False,False,False
kobe bryant cabrón madura mariquita,False,False,False,False,False,False,False,True,False,False,False
kobe ninguna puta,False,False,False,False,True,False,False,False,False,False,False
kobe gordo blanco rt jwill personas retrasadas mentales jajaja rt thetrackmamba verdad creen kobe gordo denme respiro,True,False,False,False,False,False,False,False,False,False,False
kobe dwight cabrón blando negro cabrón jajaja,False,False,False,False,True,False,False,True,False,False,False
krakin perra ipem quién bebe conmigo elementos httptcolgcmhsnp,False,False,False,False,False,True,False,False,False,False,False
kratataaaaa perra estilo,False,False,True,False,False,True,False,False,False,False,False
kyle perra,False,False,False,False,False,True,False,False,False,False,False
negros l sacudirán cualquier cosa mala perra publique sitios sociales solo quiero negro huela pedo trasero si droga,False,False,False,False,True,True,False,False,False,False,False
mquina vez japón japoneses crearon máquina atrapaba ladrones primero máquina httptcokhzlpfgct,False,False,False,False,False,False,False,False,False,False,False
ángeles único lugar verás zorras rudas mundo parada autobús,False,False,True,False,False,True,False,False,False,False,False
literalmente algatsby gordas mantienen negro bajo control,True,False,False,False,True,False,False,False,False,False,False
jajaja joe llamando casa blanca ofrecer consejos presidente importa diga ex miembro cámara representantes florida caído desgracia morningjoe,False,False,False,True,False,False,False,False,False,False,False
lmao rt sbabylife rt humbltonbanks rt channymaraj bien golpear perra tuits httptcogmcyhdtb,False,False,False,False,False,True,False,False,False,False,False
lmao rt iggyazalea publica perra visto memes palabra ofrecer respecto honestamente importa,False,False,False,False,False,True,False,False,False,False,False
jajaja rt sagaciousq perra rihanna siempre mala kamehameha chrisbrown,False,False,False,False,False,True,False,False,False,False,False
lmao verdad acabas llamar zorra lol camerondurant vroomdet opea zorra,False,False,True,False,False,True,False,False,False,False,False
lmao regreso somethinzfuckee beyyourmaster traybonmartin dice idiota lados cabeza rapados maldito gilipollas,True,False,False,False,False,False,False,False,False,False,False
jajaja twitter sitio mierda necesito empezar usar puta menudo,False,False,False,False,True,False,False,True,False,False,False
lmaoo rt pacdagoat esposa tyga putas adolescentes vida apesta,False,False,False,False,True,False,False,False,False,False,False
lmaoo frijoles rt shamargothoes perra tan estúpida smh httptcootoniryex,True,False,False,False,False,True,False,False,False,False,False
lmaooo jadeo perra hacen demasiado detrás teléfono,False,False,False,False,False,True,False,False,False,False,False
lmaooooooo rt dontcallmekyrie disco raya rt chinitaaah malditas zorras famosas twitter desnudándose httptcoblrndzya,False,False,True,False,False,True,False,True,False,False,False
lmfao jdellasperanza encontré diario quejándome perra tbt muerta httptcoplqsasb,False,False,False,False,False,True,False,False,False,False,False
lmfao rt rickiroma cállate puta blanca guarra rt thotcho sabía pats destruidos noche lmfaoooo,False,False,False,False,True,False,False,False,False,False,False
lmfao perra estúpida dice puerta empezaron vuelva ummmm nah,True,False,False,False,False,True,False,False,False,False,False
lmfaoo alguien comentó libro diciendo necesito atención médica leyendo,False,False,False,False,False,False,False,False,False,False,False
lmfaooooo adiós datguybren basura deportiva estadounidense fútbol hockey mejores deportes,False,False,False,False,False,False,False,False,False,False,False
lmfaoooooo gay mierda rt pubesonfleek saca dos maricones tl httptcookummsjeyi,False,False,False,False,False,False,False,True,False,False,False
lmaoooo igiveemnathan gucci realmente idiota putas pondré par canciones,True,False,False,False,True,False,False,False,False,False,False
jajajaja whoelsebutkey nobetternoworst gusta palabra suajili puta densuaw jajaja,False,False,False,False,True,False,False,False,False,False,False
lmaoooo igiveemnathan jesús sanó gente leopardo ustedes quieren hacerse tatuajes estampados leopardo,False,False,False,False,False,False,False,False,False,False,False
lol solo recuerdo misma perra dijo gustaba cabello luego preguntó smfh wut,False,False,False,False,False,True,False,False,False,False,False
jajaja audiencias bengasi demostraron republicanos solo importa acabar pbo foxnews teabaggers,False,True,False,False,False,False,False,False,False,False,False
jaja mono parlante internet nunca cesarán maravillas,False,False,False,False,False,False,False,False,False,False,False
jajaja perras vayan buscar portero mirándote fijamente culo claramente cobarde,False,False,False,False,False,True,False,True,False,False,False
lololol rt ajalapilgrim freddy todavía pájaros doppz sigue siendo hombre mojado harry sigue parada salando,False,False,False,False,False,False,False,False,False,False,False
negro culo lrg,False,False,False,False,True,False,False,True,False,False,False
lsu muchas putas sedientas ansiosas desagradables equipo fútbol sigue corriendo través ustedes buscan putas quieran comida jajaja,False,False,False,True,True,False,False,False,False,False,False
laat zihni ozdil conoció rust jullie gemene trollen hoe durven jullie zijn mening twijfel nemen zijn zegje mojado enkuchkuch agua,False,False,False,False,False,False,False,False,False,True,False
señoras rt si cabeza mejor coño,False,False,False,False,False,False,False,False,False,False,False
damas encanta nicca real,False,False,False,False,False,False,False,False,False,False,False
señoras recuerden mujeres incluidas amigas insignificantes si hablan demasiado bien colega perras intentarán jejeje,False,False,False,False,False,True,False,False,False,False,False
señoras putas si sexo primera noche dejen perras solitarias mientan,False,False,False,False,True,True,False,False,False,False,False
señoras afeitan depilan visitar obstetra dejan crecer vello quieren parecer unas putas,False,False,False,False,True,False,False,False,False,False,False
señoras lmaooo cthagod rt si coño mejor personalidad,False,False,False,False,False,False,False,False,False,False,False
mujer lado va decir pica arde coño cree infección urinaria perra cosa ahí abajo,False,False,False,False,False,True,False,False,False,False,False
lakers basurero morado amarillo,False,False,False,False,False,False,False,False,False,False,False
lakers basura momento,False,False,False,False,False,False,False,False,False,False,False
fanáticos lakers sentirán dolor sienten hoy fanáticos yankees final temporada baloncesto,False,False,False,False,False,False,False,False,False,False,False
lamar odom cabrón patético,False,False,False,True,False,False,False,True,False,False,False
mcs cojos todavía dejan putas tacones altos hagan juego putas proxenetas aún así pueden presionar promedio joebudden,False,False,False,False,True,False,False,False,False,False,False
negros cojos basura,False,False,False,False,True,False,False,False,False,False,False
negros cojos esperan fila esperan perras esperan crear esperan alguien haga cosas,False,False,False,False,True,True,False,False,False,False,False
lashontae mala perra tercera vez,False,False,False,False,False,True,False,False,False,False,False
anoche perra hablando quería fumar ir wingstop primera persona pensó quién paga,False,False,False,False,False,True,False,False,False,False,False
última vez usé camisa llevo hoy peleé perra tonterías arrancó camisa tirón,False,False,False,False,False,True,False,False,False,False,False
año pasado di paliza perra ahora ovaaaaaa,False,False,False,False,False,True,False,False,False,False,False
año pasado esposé perra bueno ahora acabó,False,False,False,False,False,True,False,False,False,False,False
conversaciones telefónicas altas horas noche amigo negro tonto,True,False,False,False,True,False,False,False,False,False,False
sesiones estudio altas horas noche perra trabajo brickkent perra ycg vida nocturna httptcozrbdumjqu,False,False,False,False,False,True,False,False,False,False,False
solo perras latinas,False,False,False,False,False,True,False,False,False,False,False
río todas ustedes perras sullystyle httptcocnvkd,False,False,False,False,False,True,False,False,False,False,False
riéndose terraza dieron amarilla plantillas jesús todas partes,False,False,False,False,False,False,False,False,False,False,False
riéndome zorras sexy bomb lebron notokay,False,False,True,False,False,True,False,False,False,False,False
lauren comimos dulces encontramos suelo clase basura,False,False,False,False,False,False,False,False,False,False,False
señor jesús oremos putas,False,False,False,False,True,False,False,False,False,False,False
dios tantos enemigos perras siquiera conozco,False,False,False,False,False,True,False,False,False,False,False
lebron punto llorar pequeña perra,False,False,False,False,False,True,False,False,False,False,False
levar burton llamó perra shatner jajaja,False,False,False,False,False,True,False,False,False,False,False
aprende muévete niccas jaja,False,False,False,False,False,False,False,False,False,False,False
salta grandes azadas solo salto,False,False,False,False,False,False,False,False,False,False,False
deja nicca traumatizada,False,False,False,False,False,False,False,False,False,False,False
déjenlo manos teabaggers quejen infraestructura pagan esperando dios arregle morningjoe,False,False,False,False,False,False,False,False,False,False,False
déjale perra comparte coño joda relación únicas personas enamoradas casa,False,False,False,False,False,True,False,False,False,False,False
deja ronson haga reír caliente maldita perra,False,False,False,False,False,True,False,True,False,False,False
déjamelo ido basura,False,False,False,False,False,False,False,False,False,False,False
dejad perras perras,False,False,False,False,False,True,False,False,False,False,False
chaqueta calentamiento lebron llena luego perra,False,False,False,False,False,True,False,False,False,False,False
lebron va encestar pelota tanta facilidad,False,False,False,False,False,False,False,False,False,False,False
lebron cobarde siempre levantar calambres cosas,False,False,False,False,False,False,False,False,False,False,False
dejé lindo mensaje bandeja entrada así borró comentario llamaba perra httptcoqruvcvnepv,False,False,False,False,False,True,False,False,False,False,False
dejé examen final cálculo cantando perra jefa si indicación cómo,False,False,False,False,False,True,False,True,False,False,False
dejé última perra sola necesidad estresarse,False,False,False,False,False,True,False,False,False,False,False
día piernas volvió loca,False,False,False,False,False,False,False,False,False,False,False
legión jig,False,False,False,False,False,False,False,False,False,False,False
